component,worker,rank,source_file,line_number,raw_log_line_pattern,candidate_metric_name,value,timestamp,metric_scope_interpretation,classification,source_kind,unit,avg,min,max,p50,p90,p95
prefill,694d9fdfb4d8ee13,tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,819,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.74,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0697,0.0,0.74,0.0,0.25,0.44
prefill,694d9fdfb4d8ee13,tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,820,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.74,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0696,0.0,0.74,0.0,0.25,0.44
decode,694d9fdfb4d8ee1b,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1365,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9862,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1481,0.0,0.9862,0.0,0.6261,0.7698
decode,694d9fdfb4d8ee1b,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1366,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9315,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1276,0.0,0.9315,0.0,0.5508,0.5965
decode,694d9fdfb4d8ee1b,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1367,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9057,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1273,0.0,0.9057,0.0,0.5581,0.6887
decode,694d9fdfb4d8ee1b,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1368,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9452,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0974,0.0,0.9452,0.0,0.4536,0.6088
decode,694d9fdfb4d8ee1b,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1369,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9356,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1361,0.0,0.9356,0.0,0.5663,0.6864
decode,694d9fdfb4d8ee1b,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1370,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9376,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1159,0.0,0.9376,0.0,0.489,0.7376
decode,694d9fdfb4d8ee1b,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1371,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9611,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1308,0.0,0.9611,0.0,0.5075,0.6978
decode,694d9fdfb4d8ee1b,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1372,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9939,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1226,0.0,0.9939,0.0,0.5376,0.6146
decode,694d9fdfb4d8ee18,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1373,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9534,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.186,0.0,0.9534,0.0,0.5833,0.9534
decode,694d9fdfb4d8ee18,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1374,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9775,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.2028,0.0,0.9775,0.0,0.7195,0.9083
decode,694d9fdfb4d8ee18,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1375,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.93,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1421,0.0,0.93,0.0,0.5242,0.7968
decode,694d9fdfb4d8ee18,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1376,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9886,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1372,0.0,0.9886,0.0,0.525,0.6782
decode,694d9fdfb4d8ee18,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1377,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9994,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1104,0.0,0.9994,0.0,0.4902,0.5001
decode,694d9fdfb4d8ee18,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1378,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9997,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.2055,0.0,0.9997,0.0,0.7514,0.8972
decode,694d9fdfb4d8ee18,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1379,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9947,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.1483,0.0,0.9947,0.0,0.5628,0.7069
decode,694d9fdfb4d8ee18,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1380,Metric=sglang:full_token_usage; Description=The token usage for full attention layers.,sglang:full_token_usage,0.9839,,The token usage for full attention layers.,Evidence,aiperf_server_metrics_csv_aggregate,,0.2268,0.0,0.9839,0.0,0.7613,0.8697
decode,694d9fdfb4d8ee1b,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1557,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,4.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0901,0.0,4.0,0.0,0.0,1.0
decode,694d9fdfb4d8ee1b,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1558,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,1.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0048,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1559,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,1.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0092,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1560,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,2.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0219,0.0,2.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1561,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,1.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0192,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1562,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,1.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0058,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1563,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,1.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0065,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1564,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,1.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.012,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1565,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,1.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0022,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1566,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,3.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0524,0.0,3.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1567,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,1.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0067,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1568,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,1.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0073,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1569,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,1.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0093,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1570,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,4.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2716,0.0,4.0,0.0,1.0,3.0
decode,694d9fdfb4d8ee18,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1571,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,2.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0155,0.0,2.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1572,Metric=sglang:num_decode_prealloc_queue_reqs; Description=The number of requests in the decode prealloc queue.,sglang:num_decode_prealloc_queue_reqs,1.0,,The number of requests in the decode prealloc queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0112,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1573,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,2.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0073,0.0,2.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1574,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,0.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1575,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,1.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0129,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1576,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,1.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.011,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1577,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,1.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.005,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1578,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,2.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0225,0.0,2.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1579,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,1.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0134,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1580,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,1.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0127,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1581,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,1.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0008,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1582,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,1.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.01,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1583,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,1.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0098,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1584,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,1.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0053,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1585,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,0.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1586,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,1.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0057,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1587,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,2.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0169,0.0,2.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1588,Metric=sglang:num_decode_transfer_queue_reqs; Description=The number of requests in the decode transfer queue.,sglang:num_decode_transfer_queue_reqs,1.0,,The number of requests in the decode transfer queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0107,0.0,1.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1621,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1622,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1623,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1624,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1625,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1626,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1627,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1628,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1629,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1630,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
